angle_wp1	angle_wp2	cts_h	cts_v	qber
-130	170	23289.272867769676	129218.10883464132	0.15270915156890072
-130	180	77885.03819699674	95234.84056691693	0.44989078523564474
-120	-180	95140.92863511093	54026.84575391938	0.6378115449184281
-120	-170	153858.6541305205	19594.146375525765	0.887034707318878
-120	-160	201326.1122430842	1090.2599095732771	0.9946137760598188
-120	-150	182400.08240964488	9779.219718559572	0.9491140845540392
-120	-140	133076.02093956998	45319.132944748184	0.7459620849670852
-120	-130	64153.73341649368	88671.04296162263	0.41978620834206665
-120	-120	12511.64589900184	126200.24584646703	0.09019879796578827
-120	-110	2212.6771788386554	132972.8933666614	0.016367702336204024
-120	-100	35046.01365656725	88892.82027510388	0.282768625012952
-120	-90	81474.19565987715	44755.05603968712	0.6454462381967712
-120	-80	143131.51383708103	16995.183782967324	0.8938641461070169
-120	-70	175439.06818372032	860.0898231668137	0.9951214184293881
-120	-60	177665.0447973469	7379.77507930474	0.9601189858531355
-120	-50	120312.42814487308	33143.17729410837	0.7840210711150132
-120	-40	58269.13514808591	65166.559726671214	0.4720606564187786
-120	-30	14263.70302384336	109258.68014434971	0.1154746423927178
-120	-20	2053.5432656923563	113926.72998698875	0.01770597023183755
-120	-10	39572.4912029729	91991.10842541436	0.30078601767319246
-120	0	95390.10115369444	46786.6651327899	0.670926084797038
-120	10	148888.6709680788	15215.321190504012	0.907282443343605
-120	20	165060.38720883714	853.4397814708759	0.9948561262376239
-120	30	196873.32759311306	8060.642089330742	0.9606671256023531
-120	40	144744.5577693443	34648.3572007432	0.8068577167246512
-120	50	70664.15897385699	73377.48620188542	0.4905814487722702
-120	60	14024.498299431609	99462.7955436556	0.12357769600905746
-120	70	2180.628710660432	105170.43999238165	0.020313060102760187
-120	80	41097.62192223184	91503.26865043477	0.30993473531544596
-120	90	130099.40966766705	71098.74944918112	0.6466232605642793
-120	100	176680.0404496743	20603.693741463543	0.8955631399317406
-120	110	209401.83095328847	956.2313528468535	0.9954542681066568
-120	120	195968.69854035822	9154.779557564498	0.9553694211776472
-120	130	143693.53707173822	41860.53616085481	0.7744024939383444
-120	140	69235.5341234124	87481.37489175501	0.4417872618755621
-120	150	12961.913600719803	122833.53254873115	0.09545175459311388
-120	160	2573.887649200757	137584.24379206542	0.01836416926176955
-120	170	44688.747207492685	123524.44526039471	0.26566731510088876
-120	180	133049.84255148683	82962.14996847746	0.6159372958850425
-110	-180	197684.3275173201	59981.22424946203	0.7672128701792774
-110	-170	264414.05839528714	14052.22795605002	0.9495370583628909
-110	-160	308144.63155744434	5138.41677688171	0.9835981652879023
-110	-150	262007.92630595743	42251.748540564215	0.8611326047006481
-110	-140	170355.3594137104	112798.09067128776	0.6016361777070787
-110	-130	68382.7230078556	189792.3638569965	0.26486956521739125
-110	-120	11012.027138157895	214239.82319078947	0.048887621220764406
-110	-110	31557.55011730628	198298.65957913914	0.13729257155585253
-110	-100	119440.77519444986	148386.39024694683	0.4459621375509226
-110	-90	224649.933804201	72949.15094609813	0.7548744109636419
-110	-80	317414.6677172945	18281.73798800921	0.9455408587125054
-110	-70	349872.43389233516	5794.842402875617	0.983707125200729
-110	-60	291508.23044686427	45514.37821932044	0.8649515579994763
-110	-50	187551.32491841537	118520.99323434832	0.6127680087187978
-110	-40	75128.09262764893	193886.19598582847	0.2792717554701854
-110	-30	11979.610830490685	211456.14668066124	0.0536154596020414
-110	-20	34945.0153968379	208772.42226074167	0.1433833201789003
-110	-10	131366.66833181202	149899.72527488924	0.4670542635658914
-110	0	253509.3343355027	74994.53623757341	0.7717088200308106
-110	10	327045.7032372731	16121.610292809151	0.9530211367540519
-110	20	339579.70079111645	4133.857459254452	0.9879729578306503
-110	30	293920.8446902191	36714.51164299193	0.888957696326973
-110	40	183005.38951989994	97743.7037632951	0.6518467695826186
-110	50	67613.00449723582	150854.6623151359	0.3094874655081313
-110	60	11771.480045260212	175038.7511710915	0.06301303718010623
-110	70	32865.824945432076	165902.11302792825	0.1653477179495462
-110	80	121285.20394596996	120797.67681316762	0.5010069426042716
-110	90	220515.50682691403	56175.88122900678	0.7969727875388252
-110	100	308461.55839698174	14414.930884470978	0.9553546592489568
-110	110	338825.7563296137	4607.03305940099	0.986585343037288
-110	120	271826.5425651096	35756.15016079713	0.8837510984642424
-110	130	152933.42443969744	86841.75363587122	0.6378200849109503
-110	140	59932.44049578615	145526.33040887542	0.2917005695687551
-110	150	10525.953785950456	174603.98325154823	0.05685711319514136
-110	160	28644.578540022885	166522.3458298199	0.14676963646637783
-110	170	106254.11166697028	122948.3450198751	0.4635819057216437
-110	180	209425.3353673853	64598.476607807446	0.7642596234897443
-100	-180	225942.29047042088	42319.16591489754	0.8422465661480931
-100	-170	260463.9432598363	17238.76501848429	0.9379236697929242
-100	-160	232753.294576362	24885.330035686966	0.9034099406750088
-100	-150	198614.20161204363	72022.81631389145	0.7338766999952613
-100	-140	115768.01783044814	128474.49811814276	0.47398798436393214
-100	-130	52095.90665891534	176680.8842753166	0.22771499873818804
-100	-120	34828.578814873355	185113.8595610066	0.15835315399819103
-100	-110	75194.63475239505	155715.4493103851	0.3256446553973409
-100	-100	154630.07804305645	102845.58266795154	0.6005619234690072
-100	-90	233653.06568431566	48734.417309664015	0.8274200513671386
-100	-80	275025.195804125	20313.63009517791	0.9312192359628871
-100	-70	259074.32036224863	28965.787825217212	0.8994383525006685
-100	-60	196836.03410310516	68386.67533416487	0.742153771525588
-100	-50	112368.17784315428	119162.83092437181	0.48532668881506097
-100	-40	46295.64635140401	148491.47198191975	0.2376730388925511
-100	-30	28977.294265202258	137057.90215771846	0.17452500969367976
-100	-20	53240.088447736474	91525.45645144329	0.3677676790068721
-100	-10	91594.44697258437	50189.88087806224	0.6460124920792976
-100	0	159510.99598074373	28023.49447399349	0.8505688505296195
-100	10	219199.11403030384	12685.713194517451	0.9452930433338868
-100	20	205036.75244860395	16806.50174328927	0.9242415470125058
-100	30	146702.41031559257	41190.99610789283	0.7807746589305316
-100	40	93777.61993414638	80587.13335203339	0.5378244064053009
-100	50	40264.60071269049	100671.1237191277	0.2856947794820445
-100	60	27401.724305406195	109703.06611834472	0.1998597147533318
-100	70	57563.27882898262	85973.04586966228	0.40103631571894405
-100	80	126636.56565225386	62965.55259666912	0.6679069138140982
-100	90	174881.5084377129	27624.317875111366	0.8635875402792696
-100	100	192293.83315020002	10293.53830008422	0.9491896349392623
-100	110	174096.3882644476	14866.427078403533	0.9213261770500714
-100	120	135827.2490817052	38802.275330454475	0.7778023191606847
-100	130	77016.70560816965	71242.69564370294	0.5194726604711476
-100	140	40839.818084756895	121062.95170827858	0.25224903895692147
-100	150	30059.93488555643	137903.16281899498	0.17896749521988528
-100	160	61994.96856433976	112974.88576645059	0.35431799838579503
-100	170	135306.97106682602	80901.69121770225	0.6258166052975414
-100	180	197267.28308292068	36972.80019068999	0.8421585252447896
-90	-180	175438.70477168588	34987.446180281244	0.8337305224564621
-90	-170	143553.45180115462	19803.36118323931	0.878772358364195
-90	-160	132183.25669117202	31414.99135770787	0.8079747690921377
-90	-150	101503.80457288215	51172.3474391334	0.66483077569897
-90	-140	71737.03592211839	79042.33765629027	0.47577486376021794
-90	-130	49613.59928230254	87058.93428565172	0.36301075268817207
-90	-120	54737.08966221183	86301.14042889775	0.38810108171984364
-90	-110	86902.08486866347	73671.42879467811	0.5411981271759574
-90	-100	131995.45792517992	53177.74945506592	0.7128215782002008
-90	-90	160175.47569783058	32670.152091672055	0.8305890962312477
-90	-80	167652.43312004916	26375.177038216345	0.8640648255333223
-90	-70	143026.90243091888	35783.93650953067	0.7998782583786881
-90	-60	112778.53388131499	60008.24128687174	0.6527035056446822
-90	-50	72360.54005795311	78462.77235334314	0.47977026164645825
-90	-40	52011.17564598636	91847.34268428647	0.36154394087792713
-90	-30	55498.19812849015	84359.83349357286	0.39681809821592784
-90	-20	83091.38574285766	67271.78071212614	0.5526046551283144
-90	-10	132260.16171178845	49663.44005962627	0.7270093623034799
-90	0	166787.10145407284	30027.326839676447	0.8474333050681625
-90	10	171218.95607719765	23034.503278328997	0.8814203702999658
-90	20	152651.35193974816	31398.381045905964	0.8294027351381524
-90	30	111484.1321852668	50612.073157340885	0.6877652191156057
-90	40	70588.54084542206	62440.25445443078	0.5306260248866596
-90	50	44708.35681728556	64885.55548432251	0.4079456228758936
-90	60	42878.986564652674	51897.69556515223	0.4524212665086353
-90	70	66569.8303683879	42695.14236001784	0.6092513337632643
-90	80	105427.86506070179	30644.212537976502	0.7747942628732659
-90	90	143463.21968354596	22796.4562168583	0.8628864389792614
-90	100	160445.19025604552	21165.02810376166	0.8834590460002124
-90	110	151105.98817523228	32528.15928657672	0.8228643216080401
-90	120	105793.64918150727	49299.033178033846	0.6821317909522825
-90	130	48691.039321604745	41952.061112641684	0.5371731448763251
-90	140	35498.53438649501	51996.94971755124	0.4057184750733138
-90	150	50572.93556140032	71785.22639669871	0.413318856315599
-90	160	79244.59308440704	59574.677885879566	0.5708472068072512
-90	170	110722.84099119811	39931.04021610615	0.7349484799454995
-90	180	127640.25579233034	22433.78081795721	0.8505152435113524
-80	-180	112903.85607119209	33749.934138874785	0.7698666083533784
-80	-170	114588.89413600526	34885.481685282524	0.766612293956044
-80	-160	105449.98966643923	41320.147245039894	0.7184703365783386
-80	-150	99346.53436635388	56702.320929973524	0.6366373798622282
-80	-140	94221.2794922798	73001.13693805473	0.5634488575371875
-80	-130	100338.53550344483	89379.55667534449	0.5288822713275354
-80	-120	116022.33663661956	93731.3198946362	0.5531361815346035
-80	-110	126454.43973712804	76998.53718989558	0.6215413588294945
-80	-100	170417.4249106349	78405.09686869103	0.684895497770791
-80	-90	184770.5013961892	69649.05346583443	0.7262433168566529
-80	-80	178588.62338050563	68439.1897107905	0.7229494571710561
-80	-70	165173.62477044782	80134.75562079398	0.6733305421812853
-80	-60	140465.87549277267	92940.26158015769	0.6018088352530445
-80	-50	135650.82767067003	123838.608746181	0.5227605005575517
-80	-40	113768.70038375248	112127.77485001872	0.5036320299642472
-80	-30	185426.83107007775	176058.01794954296	0.5129587908676447
-80	-20	178111.21637699832	118796.44526319942	0.5998875724293004
-80	-10	242943.04550480162	120110.78495459321	0.6691653554443717
-80	0	257438.14248883343	99933.44185168156	0.720365450890293
-80	10	253386.6962672758	94717.10867148207	0.7279055634334541
-80	20	231711.74072303987	102455.1803180485	0.6934011900434309
-80	30	196797.828136926	120006.48099282433	0.6211968160329709
-80	40	167956.7209625204	130237.46348107596	0.5632461319656941
-80	50	114139.84194610621	91456.64628266687	0.5551643558186634
-80	60	121358.70666416197	86718.76650456617	0.5832380834697724
-80	70	157361.1670486174	82790.9561815514	0.6552561973303808
-80	80	159273.8564981754	59676.41677390586	0.7274430587270918
-80	90	167374.03512735813	49032.00077620298	0.7734259094415762
-80	100	185511.28412019342	57486.17522273636	0.7634289042437721
-80	110	240088.2369768773	99990.35206095103	0.7059786905613493
-80	120	225818.60763389184	131169.9403508476	0.6325654111558368
-80	130	193799.61135693255	150209.4642417354	0.5633561004740044
-80	140	182320.2912611267	159360.2517669827	0.5335986932276902
-80	150	200704.26872118624	159904.71566242038	0.556570350193167
-80	160	237904.47254621403	143952.45448701375	0.6230199210855548
-80	170	295365.30101706035	133771.12040682413	0.688278333582201
-80	180	320568.98468025826	118730.91559538982	0.7297269689319538
-70	-180	156595.4433638819	111750.54410530733	0.583557983634325
-70	-170	154115.93868464697	94857.88143987258	0.619004594971346
-70	-160	171196.1265189647	90047.21364160345	0.6553128834355828
-70	-150	174980.50264950297	82122.83002090675	0.6805843426145586
-70	-140	244895.4402830774	121603.2531060798	0.6682027649769585
-70	-130	211347.74054497157	116226.52075079683	0.645190314125885
-70	-120	166656.829650741	105581.59967023591	0.6121723155192311
-70	-110	142444.00361119912	103366.95489877122	0.5794859776579955
-70	-100	137592.07354718368	107991.69039315364	0.5602653503617226
-70	-90	151199.78959111357	123376.3019003443	0.5506662607433082
-70	-80	193632.75302297992	147002.37980765686	0.5684462181393772
-70	-70	202961.39588964303	128738.58419434766	0.6118824482239963
-70	-60	209905.6081798867	118701.8839838422	0.6387730443933429
-70	-50	215762.48972039472	119513.26069078947	0.6435374149659865
-70	-40	216428.49847954806	131430.4722592472	0.6221731123388583
-70	-30	194427.02250747953	134071.03133857338	0.5918665886483324
-70	-20	177781.6937875283	141756.3788512325	0.5563709273182957
-70	-10	164718.99235932497	134110.106588893	0.5512147007740635
-70	0	162580.48569435673	122892.85408770268	0.569511975508734
-70	10	181256.01544825558	117107.71673829602	0.6075001613631963
-70	20	193873.04190067595	104509.2266941808	0.6497471944752744
-70	30	210529.04318484405	97493.35827972824	0.6834861431630596
-70	40	225027.4346240959	100500.42552879408	0.6912693571555066
-70	50	211082.32819495868	104165.05214055361	0.6695767875067112
-70	60	197010.52464859563	107915.6115264919	0.6460926148208983
-70	70	177163.59522258202	111195.623469831	0.6143850577274551
-70	80	168364.87849595206	110910.58831550309	0.6028631172591282
-70	90	177492.52327372803	115139.3214078795	0.6065386474491364
-70	100	198986.41104455653	112333.9351158575	0.6391693106432074
-70	110	219055.37798924203	107227.79383009089	0.67136584693536
-70	120	238996.90668838334	103458.00509312772	0.6978930611480476
-70	130	247658.6343273025	110369.3994224409	0.6917297277911272
-70	140	256244.29374930818	124212.01388600153	0.6735183215701441
-70	150	248467.19515702507	146060.8062545563	0.629783422895294
-70	160	223862.96249079873	155145.8594602636	0.5906536986089046
-70	170	221487.31918806466	170996.99133976825	0.5643214601118633
-70	180	222622.671074299	167710.20997628113	0.5703405525947765
-60	-180	160684.40390153983	211671.04846060305	0.4315349832591212
-60	-170	223183.33013300246	173729.49941901685	0.5622981005297842
-60	-160	281663.4275974431	122811.98982052038	0.6963672338741591
-60	-150	321394.80167165276	88280.4196681625	0.7845112052922133
-60	-140	303959.94148406375	80194.23129849025	0.7912446695095948
-60	-130	267313.6638955259	112140.84161502915	0.7044682827941549
-60	-120	204343.97118963863	161808.10972518733	0.5580849648022975
-60	-110	144906.11570732913	203597.15810953325	0.41579556519023386
-60	-100	118190.31428112213	222410.64240447019	0.3470052328426759
-60	-90	131367.5468134034	205257.78170170827	0.3902485513876181
-60	-80	177930.69864013063	163476.96241092982	0.5211678557310393
-60	-70	249573.1191147235	123722.52787015596	0.668566915072633
-60	-60	288729.10202353727	87842.89692573469	0.7667301414581066
